date,player_team,player,team,goals,rank
2024-08-19,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,0.0,152.0
2024-08-19,rauljimenez_fulham,Raul Jimenez,Fulham,0.0,162.0
2024-08-19,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,0.0,163.0
2024-08-19,sonheungmin_tottenham,Son Heung-min,Tottenham,0.0,176.0
2024-08-19,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,0.0,177.0
2024-08-24,erlinghaaland_manchestercity,Erling Haaland,Manchester City,4.0,1.0
2024-08-24,dannywelbeck_brighton,Danny Welbeck,Brighton,2.0,2.0
2024-08-24,sonheungmin_tottenham,Son Heung-min,Tottenham,2.0,3.0
2024-08-24,bukayosaka_arsenal,Bukayo Saka,Arsenal,1.0,4.0
2024-08-24,kaihavertz_arsenal,Kai Havertz,Arsenal,1.0,5.0
2024-08-24,kaorumitoma_brighton,Kaoru Mitoma,Brighton,1.0,6.0
2024-08-24,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,1.0,7.0
2024-08-24,mohamedsalah_liverpool,Mohamed Salah,Liverpool,1.0,8.0
2024-08-24,simonadingra_brighton,Simon Adingra,Brighton,1.0,9.0
2024-08-24,yoanewissa_brentford,Yoane Wissa,Brentford,1.0,10.0
2024-08-24,alexiwobi_fulham,Alex Iwobi,Fulham,1.0,11.0
2024-08-24,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,12.0
2024-08-24,amadouonana_astonvilla,Amadou Onana,Aston Villa,1.0,13.0
2024-08-24,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,1.0,14.0
2024-08-24,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,1.0,15.0
2024-08-24,chriswood_notthamforest,Chris Wood,Nott'ham Forest,1.0,16.0
2024-08-24,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,17.0
2024-08-24,diogojota_liverpool,Diogo Jota,Liverpool,1.0,18.0
2024-08-24,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,1.0,19.0
2024-08-24,jamievardy_leicestercity,Jamie Vardy,Leicester City,1.0,20.0
2024-08-24,jarrodbowen_westham,Jarrod Bowen,West Ham,1.0,21.0
2024-08-24,jhonduran_astonvilla,Jhon Duran,Aston Villa,1.0,22.0
2024-08-24,joaopedro_brighton,Joao Pedro,Brighton,1.0,23.0
2024-08-24,joelinton_newcastleutd,Joelinton,Newcastle Utd,1.0,24.0
2024-08-24,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,25.0
2024-08-24,leandrotrossard_arsenal,Leandro Trossard,Arsenal,1.0,26.0
2024-08-24,lucaspaqueta_westham,Lucas Paqueta,West Ham,1.0,27.0
2024-08-24,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,1.0,28.0
2024-08-24,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,1.0,29.0
2024-08-24,pedroporro_tottenham,Pedro Porro,Tottenham,1.0,30.0
2024-08-24,jamesmaddison_tottenham,James Maddison,Tottenham,0.0,36.0
2024-08-24,adamatraore_fulham,Adama Traore,Fulham,0.0,37.0
2024-08-24,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,0.0,38.0
2024-08-24,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,0.0,39.0
2024-08-24,bernardosilva_manchestercity,Bernardo Silva,Manchester City,0.0,40.0
2024-08-24,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,0.0,41.0
2024-08-24,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,0.0,42.0
2024-08-24,matswieffer_brighton,Mats Wieffer,Brighton,0.0,43.0
2024-08-24,yankubaminteh_brighton,Yankuba Minteh,Brighton,0.0,45.0
2024-08-24,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,0.0,46.0
2024-08-24,adamarmstrong_southampton,Adam Armstrong,Southampton,0.0,47.0
2024-08-24,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,48.0
2024-08-24,andreaspereira_fulham,Andreas Pereira,Fulham,0.0,49.0
2024-08-24,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,50.0
2024-08-24,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,0.0,51.0
2024-08-24,ashleyyoung_everton,Ashley Young,Everton,0.0,52.0
2024-08-24,axeldisasi_chelsea,Axel Disasi,Chelsea,0.0,53.0
2024-08-24,beto_everton,Beto,Everton,0.0,54.0
2024-08-24,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,0.0,55.0
2024-08-24,bobbyreid_leicestercity,Bobby Reid,Leicester City,0.0,56.0
2024-08-24,brennanjohnson_tottenham,Brennan Johnson,Tottenham,0.0,57.0
2024-08-24,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,0.0,58.0
2024-08-24,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,59.0
2024-08-24,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,0.0,60.0
2024-08-24,cameronarcher_southampton,Cameron Archer,Southampton,0.0,61.0
2024-08-24,carlosbaleba_brighton,Carlos Baleba,Brighton,0.0,62.0
2024-08-24,casemiro_manchesterutd,Casemiro,Manchester Utd,0.0,63.0
2024-08-24,colepalmer_chelsea,Cole Palmer,Chelsea,0.0,67.0
2024-08-24,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,0.0,78.0
2024-08-24,dominicsolanke_tottenham,Dominic Solanke,Tottenham,0.0,79.0
2024-08-24,dwightmcneil_everton,Dwight McNeil,Everton,0.0,81.0
2024-08-24,evanilson_bournemouth,Evanilson,Bournemouth,0.0,89.0
2024-08-24,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,0.0,96.0
2024-08-24,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,0.0,97.0
2024-08-24,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,0.0,102.0
2024-08-24,jamesjustin_leicestercity,James Justin,Leicester City,0.0,111.0
2024-08-24,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,0.0,112.0
2024-08-24,joaofelix_chelsea,Joao Felix,Chelsea,0.0,115.0
2024-08-24,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,0.0,120.0
2024-08-24,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,0.0,124.0
2024-08-24,liamdelap_ipswichtown,Liam Delap,Ipswich Town,0.0,128.0
2024-08-24,luisdiaz_liverpool,Luis Diaz,Liverpool,0.0,129.0
2024-08-24,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,0.0,130.0
2024-08-24,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,0.0,133.0
2024-08-24,matheuscunha_wolves,Matheus Cunha,Wolves,0.0,138.0
2024-08-24,morganrogers_astonvilla,Morgan Rogers,Aston Villa,0.0,151.0
2024-08-24,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,0.0,155.0
2024-08-24,nonimadueke_chelsea,Noni Madueke,Chelsea,0.0,157.0
2024-08-24,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,0.0,159.0
2024-08-24,rauljimenez_fulham,Raul Jimenez,Fulham,0.0,169.0
2024-08-24,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,0.0,170.0
2024-08-24,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,0.0,181.0
2024-08-25,erlinghaaland_manchestercity,Erling Haaland,Manchester City,4.0,1.0
2024-08-25,nonimadueke_chelsea,Noni Madueke,Chelsea,3.0,2.0
2024-08-25,dannywelbeck_brighton,Danny Welbeck,Brighton,2.0,3.0
2024-08-25,mohamedsalah_liverpool,Mohamed Salah,Liverpool,2.0,4.0
2024-08-25,sonheungmin_tottenham,Son Heung-min,Tottenham,2.0,5.0
2024-08-25,colepalmer_chelsea,Cole Palmer,Chelsea,1.0,6.0
2024-08-25,bukayosaka_arsenal,Bukayo Saka,Arsenal,1.0,7.0
2024-08-25,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,1.0,8.0
2024-08-25,diogojota_liverpool,Diogo Jota,Liverpool,1.0,9.0
2024-08-25,kaihavertz_arsenal,Kai Havertz,Arsenal,1.0,10.0
2024-08-25,kaorumitoma_brighton,Kaoru Mitoma,Brighton,1.0,11.0
2024-08-25,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,1.0,12.0
2024-08-25,luisdiaz_liverpool,Luis Diaz,Liverpool,1.0,13.0
2024-08-25,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,1.0,14.0
2024-08-25,simonadingra_brighton,Simon Adingra,Brighton,1.0,15.0
2024-08-25,yoanewissa_brentford,Yoane Wissa,Brentford,1.0,16.0
2024-08-25,alexiwobi_fulham,Alex Iwobi,Fulham,1.0,17.0
2024-08-25,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,18.0
2024-08-25,amadouonana_astonvilla,Amadou Onana,Aston Villa,1.0,19.0
2024-08-25,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,1.0,20.0
2024-08-25,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,1.0,21.0
2024-08-25,chriswood_notthamforest,Chris Wood,Nott'ham Forest,1.0,22.0
2024-08-25,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,23.0
2024-08-25,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,1.0,24.0
2024-08-25,jamievardy_leicestercity,Jamie Vardy,Leicester City,1.0,25.0
2024-08-25,jarrodbowen_westham,Jarrod Bowen,West Ham,1.0,26.0
2024-08-25,jhonduran_astonvilla,Jhon Duran,Aston Villa,1.0,27.0
2024-08-25,joaofelix_chelsea,Joao Felix,Chelsea,1.0,28.0
2024-08-25,joaopedro_brighton,Joao Pedro,Brighton,1.0,29.0
2024-08-25,joelinton_newcastleutd,Joelinton,Newcastle Utd,1.0,30.0
2024-08-25,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,1.0,31.0
2024-08-25,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,32.0
2024-08-25,leandrotrossard_arsenal,Leandro Trossard,Arsenal,1.0,33.0
2024-08-25,lucaspaqueta_westham,Lucas Paqueta,West Ham,1.0,34.0
2024-08-25,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,1.0,36.0
2024-08-25,matheuscunha_wolves,Matheus Cunha,Wolves,1.0,37.0
2024-08-25,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,1.0,38.0
2024-08-25,pedroporro_tottenham,Pedro Porro,Tottenham,1.0,39.0
2024-08-25,jamesmaddison_tottenham,James Maddison,Tottenham,0.0,45.0
2024-08-25,adamatraore_fulham,Adama Traore,Fulham,0.0,46.0
2024-08-25,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,0.0,47.0
2024-08-25,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,0.0,48.0
2024-08-25,bernardosilva_manchestercity,Bernardo Silva,Manchester City,0.0,49.0
2024-08-25,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,0.0,50.0
2024-08-25,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,0.0,51.0
2024-08-25,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,0.0,52.0
2024-08-25,matswieffer_brighton,Mats Wieffer,Brighton,0.0,53.0
2024-08-25,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,0.0,55.0
2024-08-25,yankubaminteh_brighton,Yankuba Minteh,Brighton,0.0,57.0
2024-08-25,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,0.0,58.0
2024-08-25,adamarmstrong_southampton,Adam Armstrong,Southampton,0.0,59.0
2024-08-25,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,60.0
2024-08-25,andreaspereira_fulham,Andreas Pereira,Fulham,0.0,61.0
2024-08-25,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,62.0
2024-08-25,ashleyyoung_everton,Ashley Young,Everton,0.0,63.0
2024-08-25,axeldisasi_chelsea,Axel Disasi,Chelsea,0.0,64.0
2024-08-25,beto_everton,Beto,Everton,0.0,65.0
2024-08-25,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,0.0,66.0
2024-08-25,bobbyreid_leicestercity,Bobby Reid,Leicester City,0.0,67.0
2024-08-25,brennanjohnson_tottenham,Brennan Johnson,Tottenham,0.0,68.0
2024-08-25,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,0.0,69.0
2024-08-25,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,70.0
2024-08-25,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,0.0,71.0
2024-08-25,cameronarcher_southampton,Cameron Archer,Southampton,0.0,72.0
2024-08-25,carlosbaleba_brighton,Carlos Baleba,Brighton,0.0,73.0
2024-08-25,casemiro_manchesterutd,Casemiro,Manchester Utd,0.0,74.0
2024-08-25,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,0.0,88.0
2024-08-25,dominicsolanke_tottenham,Dominic Solanke,Tottenham,0.0,89.0
2024-08-25,dwightmcneil_everton,Dwight McNeil,Everton,0.0,91.0
2024-08-25,evanilson_bournemouth,Evanilson,Bournemouth,0.0,99.0
2024-08-25,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,0.0,106.0
2024-08-25,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,0.0,107.0
2024-08-25,jamesjustin_leicestercity,James Justin,Leicester City,0.0,120.0
2024-08-25,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,0.0,121.0
2024-08-25,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,0.0,131.0
2024-08-25,liamdelap_ipswichtown,Liam Delap,Ipswich Town,0.0,135.0
2024-08-25,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,0.0,136.0
2024-08-25,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,0.0,139.0
2024-08-25,morganrogers_astonvilla,Morgan Rogers,Aston Villa,0.0,155.0
2024-08-25,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,0.0,161.0
2024-08-25,rauljimenez_fulham,Raul Jimenez,Fulham,0.0,170.0
2024-08-25,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,0.0,181.0
2024-08-31,erlinghaaland_manchestercity,Erling Haaland,Manchester City,7.0,1.0
2024-08-31,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,3.0,2.0
2024-08-31,nonimadueke_chelsea,Noni Madueke,Chelsea,3.0,3.0
2024-08-31,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,2.0,4.0
2024-08-31,dannywelbeck_brighton,Danny Welbeck,Brighton,2.0,5.0
2024-08-31,kaihavertz_arsenal,Kai Havertz,Arsenal,2.0,6.0
2024-08-31,mohamedsalah_liverpool,Mohamed Salah,Liverpool,2.0,7.0
2024-08-31,yoanewissa_brentford,Yoane Wissa,Brentford,2.0,8.0
2024-08-31,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,9.0
2024-08-31,chriswood_notthamforest,Chris Wood,Nott'ham Forest,2.0,10.0
2024-08-31,jhonduran_astonvilla,Jhon Duran,Aston Villa,2.0,11.0
2024-08-31,joaopedro_brighton,Joao Pedro,Brighton,2.0,12.0
2024-08-31,sonheungmin_tottenham,Son Heung-min,Tottenham,2.0,13.0
2024-08-31,bukayosaka_arsenal,Bukayo Saka,Arsenal,1.0,14.0
2024-08-31,colepalmer_chelsea,Cole Palmer,Chelsea,1.0,15.0
2024-08-31,adamatraore_fulham,Adama Traore,Fulham,1.0,16.0
2024-08-31,diogojota_liverpool,Diogo Jota,Liverpool,1.0,17.0
2024-08-31,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,1.0,18.0
2024-08-31,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,1.0,19.0
2024-08-31,kaorumitoma_brighton,Kaoru Mitoma,Brighton,1.0,20.0
2024-08-31,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,1.0,21.0
2024-08-31,luisdiaz_liverpool,Luis Diaz,Liverpool,1.0,22.0
2024-08-31,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,23.0
2024-08-31,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,1.0,24.0
2024-08-31,simonadingra_brighton,Simon Adingra,Brighton,1.0,25.0
2024-08-31,alexiwobi_fulham,Alex Iwobi,Fulham,1.0,26.0
2024-08-31,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,27.0
2024-08-31,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,1.0,28.0
2024-08-31,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,29.0
2024-08-31,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,1.0,30.0
2024-08-31,jamievardy_leicestercity,Jamie Vardy,Leicester City,1.0,31.0
2024-08-31,jarrodbowen_westham,Jarrod Bowen,West Ham,1.0,32.0
2024-08-31,joaofelix_chelsea,Joao Felix,Chelsea,1.0,34.0
2024-08-31,joelinton_newcastleutd,Joelinton,Newcastle Utd,1.0,35.0
2024-08-31,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,1.0,36.0
2024-08-31,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,37.0
2024-08-31,leandrotrossard_arsenal,Leandro Trossard,Arsenal,1.0,38.0
2024-08-31,liamdelap_ipswichtown,Liam Delap,Ipswich Town,1.0,40.0
2024-08-31,lucaspaqueta_westham,Lucas Paqueta,West Ham,1.0,41.0
2024-08-31,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,1.0,43.0
2024-08-31,matheuscunha_wolves,Matheus Cunha,Wolves,1.0,44.0
2024-08-31,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,1.0,46.0
2024-08-31,pedroporro_tottenham,Pedro Porro,Tottenham,1.0,47.0
2024-08-31,bernardosilva_manchestercity,Bernardo Silva,Manchester City,0.0,54.0
2024-08-31,jamesmaddison_tottenham,James Maddison,Tottenham,0.0,55.0
2024-08-31,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,0.0,56.0
2024-08-31,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,0.0,57.0
2024-08-31,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,0.0,59.0
2024-08-31,dwightmcneil_everton,Dwight McNeil,Everton,0.0,60.0
2024-08-31,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,0.0,61.0
2024-08-31,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,0.0,62.0
2024-08-31,matswieffer_brighton,Mats Wieffer,Brighton,0.0,65.0
2024-08-31,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,0.0,66.0
2024-08-31,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,0.0,68.0
2024-08-31,yankubaminteh_brighton,Yankuba Minteh,Brighton,0.0,71.0
2024-08-31,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,0.0,72.0
2024-08-31,adamarmstrong_southampton,Adam Armstrong,Southampton,0.0,73.0
2024-08-31,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,74.0
2024-08-31,andreaspereira_fulham,Andreas Pereira,Fulham,0.0,75.0
2024-08-31,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,76.0
2024-08-31,ashleyyoung_everton,Ashley Young,Everton,0.0,77.0
2024-08-31,axeldisasi_chelsea,Axel Disasi,Chelsea,0.0,78.0
2024-08-31,beto_everton,Beto,Everton,0.0,79.0
2024-08-31,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,0.0,80.0
2024-08-31,bobbyreid_leicestercity,Bobby Reid,Leicester City,0.0,81.0
2024-08-31,brennanjohnson_tottenham,Brennan Johnson,Tottenham,0.0,82.0
2024-08-31,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,0.0,83.0
2024-08-31,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,84.0
2024-08-31,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,0.0,85.0
2024-08-31,cameronarcher_southampton,Cameron Archer,Southampton,0.0,86.0
2024-08-31,carlosbaleba_brighton,Carlos Baleba,Brighton,0.0,87.0
2024-08-31,casemiro_manchesterutd,Casemiro,Manchester Utd,0.0,88.0
2024-08-31,dominicsolanke_tottenham,Dominic Solanke,Tottenham,0.0,101.0
2024-08-31,evanilson_bournemouth,Evanilson,Bournemouth,0.0,110.0
2024-08-31,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,0.0,117.0
2024-08-31,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,0.0,118.0
2024-08-31,jamesjustin_leicestercity,James Justin,Leicester City,0.0,131.0
2024-08-31,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,0.0,132.0
2024-08-31,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,0.0,144.0
2024-08-31,morganrogers_astonvilla,Morgan Rogers,Aston Villa,0.0,158.0
2024-08-31,rauljimenez_fulham,Raul Jimenez,Fulham,0.0,172.0
2024-08-31,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,0.0,182.0
2024-09-01,erlinghaaland_manchestercity,Erling Haaland,Manchester City,7.0,1.0
2024-09-01,mohamedsalah_liverpool,Mohamed Salah,Liverpool,3.0,2.0
2024-09-01,luisdiaz_liverpool,Luis Diaz,Liverpool,3.0,3.0
2024-09-01,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,3.0,4.0
2024-09-01,nonimadueke_chelsea,Noni Madueke,Chelsea,3.0,5.0
2024-09-01,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,2.0,6.0
2024-09-01,dannywelbeck_brighton,Danny Welbeck,Brighton,2.0,7.0
2024-09-01,kaihavertz_arsenal,Kai Havertz,Arsenal,2.0,8.0
2024-09-01,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,2.0,9.0
2024-09-01,yoanewissa_brentford,Yoane Wissa,Brentford,2.0,10.0
2024-09-01,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,11.0
2024-09-01,chriswood_notthamforest,Chris Wood,Nott'ham Forest,2.0,12.0
2024-09-01,jhonduran_astonvilla,Jhon Duran,Aston Villa,2.0,13.0
2024-09-01,joaopedro_brighton,Joao Pedro,Brighton,2.0,14.0
2024-09-01,sonheungmin_tottenham,Son Heung-min,Tottenham,2.0,15.0
2024-09-01,colepalmer_chelsea,Cole Palmer,Chelsea,1.0,16.0
2024-09-01,bukayosaka_arsenal,Bukayo Saka,Arsenal,1.0,17.0
2024-09-01,adamatraore_fulham,Adama Traore,Fulham,1.0,18.0
2024-09-01,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,1.0,19.0
2024-09-01,diogojota_liverpool,Diogo Jota,Liverpool,1.0,20.0
2024-09-01,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,1.0,21.0
2024-09-01,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,1.0,22.0
2024-09-01,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,1.0,23.0
2024-09-01,kaorumitoma_brighton,Kaoru Mitoma,Brighton,1.0,24.0
2024-09-01,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,1.0,25.0
2024-09-01,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,26.0
2024-09-01,simonadingra_brighton,Simon Adingra,Brighton,1.0,27.0
2024-09-01,alexiwobi_fulham,Alex Iwobi,Fulham,1.0,28.0
2024-09-01,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,29.0
2024-09-01,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,1.0,30.0
2024-09-01,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,31.0
2024-09-01,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,1.0,33.0
2024-09-01,jamievardy_leicestercity,Jamie Vardy,Leicester City,1.0,34.0
2024-09-01,jarrodbowen_westham,Jarrod Bowen,West Ham,1.0,35.0
2024-09-01,joaofelix_chelsea,Joao Felix,Chelsea,1.0,37.0
2024-09-01,joelinton_newcastleutd,Joelinton,Newcastle Utd,1.0,38.0
2024-09-01,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,1.0,39.0
2024-09-01,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,40.0
2024-09-01,leandrotrossard_arsenal,Leandro Trossard,Arsenal,1.0,41.0
2024-09-01,liamdelap_ipswichtown,Liam Delap,Ipswich Town,1.0,43.0
2024-09-01,lucaspaqueta_westham,Lucas Paqueta,West Ham,1.0,44.0
2024-09-01,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,1.0,46.0
2024-09-01,matheuscunha_wolves,Matheus Cunha,Wolves,1.0,47.0
2024-09-01,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,1.0,49.0
2024-09-01,pedroporro_tottenham,Pedro Porro,Tottenham,1.0,50.0
2024-09-01,bernardosilva_manchestercity,Bernardo Silva,Manchester City,0.0,57.0
2024-09-01,jamesmaddison_tottenham,James Maddison,Tottenham,0.0,58.0
2024-09-01,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,0.0,59.0
2024-09-01,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,0.0,61.0
2024-09-01,dwightmcneil_everton,Dwight McNeil,Everton,0.0,63.0
2024-09-01,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,0.0,65.0
2024-09-01,matswieffer_brighton,Mats Wieffer,Brighton,0.0,68.0
2024-09-01,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,0.0,69.0
2024-09-01,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,0.0,71.0
2024-09-01,yankubaminteh_brighton,Yankuba Minteh,Brighton,0.0,74.0
2024-09-01,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,0.0,75.0
2024-09-01,adamarmstrong_southampton,Adam Armstrong,Southampton,0.0,76.0
2024-09-01,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,77.0
2024-09-01,andreaspereira_fulham,Andreas Pereira,Fulham,0.0,78.0
2024-09-01,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,79.0
2024-09-01,ashleyyoung_everton,Ashley Young,Everton,0.0,80.0
2024-09-01,axeldisasi_chelsea,Axel Disasi,Chelsea,0.0,81.0
2024-09-01,beto_everton,Beto,Everton,0.0,82.0
2024-09-01,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,0.0,83.0
2024-09-01,bobbyreid_leicestercity,Bobby Reid,Leicester City,0.0,84.0
2024-09-01,brennanjohnson_tottenham,Brennan Johnson,Tottenham,0.0,85.0
2024-09-01,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,0.0,86.0
2024-09-01,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,87.0
2024-09-01,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,0.0,88.0
2024-09-01,cameronarcher_southampton,Cameron Archer,Southampton,0.0,89.0
2024-09-01,carlosbaleba_brighton,Carlos Baleba,Brighton,0.0,90.0
2024-09-01,casemiro_manchesterutd,Casemiro,Manchester Utd,0.0,91.0
